timestamp,src_ip,dst_ip,protocol,length,inter_arrival
1762776927.442417,20.44.10.122,192.168.1.16,tcp,66,0.7147188186645508
1762776927.442417,20.44.10.122,192.168.1.16,tls,153,0.0
1762776927.442417,104.18.32.47,192.168.1.16,tcp,66,
1762776927.442417,142.250.201.22,192.168.1.16,data,89,0.0
1762776927.442417,142.250.201.22,192.168.1.16,data,68,0.0
1762776927.442417,142.250.200.206,192.168.1.16,data,74,
1762776927.442512,192.168.1.16,20.44.10.122,tcp,66,0.07263898849487305
1762776927.442852,192.168.1.16,142.250.201.22,data,78,0.0003399848937988281
1762776927.444002,192.168.1.16,20.44.10.122,tls,491,0.001149892807006836
1762776927.454301,142.250.201.22,192.168.1.16,data,89,0.011884212493896484
1762776927.457714,142.250.200.206,192.168.1.16,data,68,0.015297174453735352
1762776927.457995,192.168.1.16,142.250.200.206,data,74,0.013993024826049805
1762776927.465438,20.44.10.122,192.168.1.16,tcp,153,0.02302098274230957
1762776927.465474,192.168.1.16,20.44.10.122,tcp,66,0.007478952407836914
1762776927.977074,192.168.1.16,20.189.173.6,tcp,89,0.5116000175476074
1762776928.403891,142.250.200.206,192.168.1.16,data,700,0.9461770057678223
1762776928.403891,142.250.200.206,192.168.1.16,data,234,0.0
1762776928.403891,20.189.173.6,192.168.1.16,tcp,66,1.6379201412200928
1762776928.403891,51.79.9.235,192.168.1.16,tcp,102,1.8654801845550537
1762776928.404808,192.168.1.16,142.250.200.206,data,76,0.4277341365814209
1762776928.405185,192.168.1.16,142.250.200.206,data,76,0.0003769397735595703
1762776928.457637,192.168.1.16,51.79.9.235,tcp,54,0.05245208740234375
1762776928.722008,192.168.1.16,20.44.10.122,tcp,491,0.2643709182739258
1762776928.825939,142.250.201.22,192.168.1.16,data,63,1.3716378211975098
1762776928.825939,20.189.173.6,192.168.1.16,tcp,66,0.42204785346984863
1762776928.825939,142.250.201.22,192.168.1.16,data,63,0.0
1762776928.826499,192.168.1.16,142.250.201.22,data,82,0.10449099540710449
1762776928.826767,192.168.1.16,142.250.201.22,data,84,0.00026798248291015625
1762776928.877641,192.168.1.16,74.125.71.188,data,55,0.05087399482727051
1762776928.940615,20.44.10.122,192.168.1.16,tcp,66,1.4751770496368408
1762776928.946627,20.44.10.122,192.168.1.16,tcp,66,0.006011962890625
1762776928.946733,192.168.1.16,20.44.10.122,tcp,66,0.0690920352935791
1762776928.957467,74.125.71.188,192.168.1.16,tcp,66,
1762776929.222963,192.168.1.16,104.18.32.47,tcp,54,0.2762300968170166
1762776929.223392,192.168.1.16,104.18.32.47,tcp,54,0.00042891502380371094
1762776929.299304,142.250.200.206,192.168.1.16,data,1287,0.8954129219055176
1762776929.299304,104.18.32.47,192.168.1.16,tcp,54,1.8568871021270752
1762776929.299304,104.18.32.47,192.168.1.16,tcp,54,0.0
1762776929.299514,192.168.1.16,104.18.32.47,tcp,54,0.07612204551696777
1762776929.299691,192.168.1.16,104.18.32.47,tcp,54,0.00017690658569335938
1762776929.30003,192.168.1.16,142.250.200.206,data,84,0.0003390312194824219
1762776929.335785,192.168.1.16,142.250.201.22,data,318,0.03575491905212402
1762776929.336677,192.168.1.16,142.250.201.22,data,320,0.0008921623229980469
1762776929.338141,192.168.1.16,142.250.201.22,data,321,0.0014638900756835938
1762776929.340165,192.168.1.16,142.250.201.22,data,322,0.002023935317993164
1762776929.375946,142.250.200.206,192.168.1.16,data,68,0.07664203643798828
1762776929.395268,192.168.1.16,13.107.213.43,tcp,54,0.05510306358337402
1762776929.395485,192.168.1.16,20.189.173.6,tcp,54,0.00021696090698242188
1762776929.407288,142.250.201.22,192.168.1.16,data,114,0.5813491344451904
1762776929.418148,142.250.201.22,192.168.1.16,data,158,0.010859966278076172
1762776929.424894,192.168.1.16,142.250.201.22,data,85,0.029409170150756836
1762776929.427484,142.250.201.22,192.168.1.16,data,98,0.009335994720458984
1762776929.449224,142.250.201.22,192.168.1.16,data,98,0.021739959716796875
1762776929.449494,192.168.1.16,142.250.201.22,data,84,0.024599790573120117
1762776929.450031,13.107.213.43,192.168.1.16,tcp,54,
1762776929.450091,192.168.1.16,13.107.213.43,tcp,54,0.0005970001220703125
1762776929.515557,142.250.201.22,192.168.1.16,data,68,0.06633305549621582
1762776929.536872,142.250.201.22,192.168.1.16,data,68,0.02131485939025879
1762776929.626238,20.189.173.6,192.168.1.16,tcp,54,0.8002991676330566
1762776929.626285,192.168.1.16,20.189.173.6,tcp,54,0.1761941909790039
1762776929.797888,20.44.10.122,192.168.1.16,tcp,1466,0.8512611389160156
1762776929.848691,192.168.1.16,20.44.10.122,tcp,54,0.22240591049194336
1762776930.08303,192.168.1.16,142.250.200.206,data,1285,0.23433899879455566
1762776930.083107,192.168.1.16,142.250.200.206,data,1292,7.700920104980469e-05
1762776930.083139,192.168.1.16,142.250.200.206,data,1292,3.1948089599609375e-05
1762776930.083165,192.168.1.16,142.250.200.206,data,1238,2.5987625122070312e-05
1762776930.318084,192.168.1.16,142.250.200.206,data,1285,0.23491907119750977
1762776930.661625,20.44.10.122,192.168.1.16,tls,1466,0.8637368679046631
1762776930.661625,51.79.9.235,192.168.1.16,tcp,91,2.2577338218688965
1762776930.661625,142.250.200.206,192.168.1.16,data,74,1.2856788635253906
1762776930.661625,142.250.200.206,192.168.1.16,data,72,0.0
1762776930.661625,142.250.200.206,192.168.1.16,data,68,0.0
1762776930.661625,142.250.200.206,192.168.1.16,data,1287,0.0
1762776930.661625,142.250.200.206,192.168.1.16,data,691,0.0
1762776930.661625,142.250.200.206,192.168.1.16,data,214,0.0
1762776930.661625,142.250.200.206,192.168.1.16,data,69,0.0
1762776930.661625,20.44.10.122,192.168.1.16,tcp,1466,0.0
1762776930.661908,192.168.1.16,20.44.10.122,tcp,66,0.3438239097595215
1762776930.692711,192.168.1.16,142.250.200.206,data,81,0.030803203582763672
1762776930.698642,192.168.1.16,142.250.201.22,data,322,0.005930900573730469
1762776930.699244,192.168.1.16,142.250.201.22,data,324,0.0006020069122314453
1762776930.699478,192.168.1.16,142.250.201.22,data,324,0.0002338886260986328
1762776930.699713,192.168.1.16,142.250.201.22,data,324,0.00023508071899414062
1762776930.708435,192.168.1.16,51.79.9.235,tcp,54,0.008722066879272461
1762776930.765215,142.250.201.22,192.168.1.16,data,114,1.2283430099487305
1762776930.782619,142.250.200.206,192.168.1.16,data,68,0.12099409103393555
1762776930.78289,192.168.1.16,142.250.201.22,data,82,0.07445502281188965
1762776930.786952,142.250.201.22,192.168.1.16,data,81,0.021737098693847656
1762776930.790008,142.250.201.22,192.168.1.16,data,138,0.003056049346923828
1762776930.817482,192.168.1.16,142.250.201.22,data,82,0.0345919132232666
1762776930.843455,142.250.201.22,192.168.1.16,data,146,0.05344700813293457
1762776930.849851,20.44.10.122,192.168.1.16,tls,1466,0.18822598457336426
1762776930.850413,20.44.10.122,192.168.1.16,tls,308,0.0005621910095214844
1762776930.850467,192.168.1.16,20.44.10.122,tcp,54,0.03298497200012207
1762776930.852146,192.168.1.16,20.44.10.122,tls,1466,0.0016789436340332031
1762776930.852146,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776930.852146,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776930.852146,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776930.865491,192.168.1.16,142.250.201.22,data,82,0.013345003128051758
1762776930.869383,142.250.201.22,192.168.1.16,data,98,0.025928020477294922
1762776930.89614,142.250.201.22,192.168.1.16,data,68,0.026757001876831055
1762776930.896349,192.168.1.16,142.250.201.22,data,81,0.03085803985595703
1762776930.985168,142.250.201.22,192.168.1.16,data,68,0.08902788162231445
1762776931.059828,20.44.10.122,192.168.1.16,tls,157,0.20941495895385742
1762776931.05989,192.168.1.16,20.44.10.122,tcp,1466,0.16354107856750488
1762776931.05989,192.168.1.16,20.44.10.122,tcp,1466,0.0
1762776931.05989,192.168.1.16,20.44.10.122,tls,136,0.0
1762776931.068345,20.44.10.122,192.168.1.16,tcp,54,0.008517026901245117
1762776931.087555,20.44.10.122,192.168.1.16,tcp,54,0.019209861755371094
1762776931.096631,20.44.10.122,192.168.1.16,tcp,54,0.009076118469238281
1762776931.266365,20.44.10.122,192.168.1.16,tcp,54,0.16973400115966797
1762776931.329398,20.44.10.122,192.168.1.16,tls,519,0.06303286552429199
1762776931.32947,192.168.1.16,20.44.10.122,tcp,54,0.2695798873901367
1762776931.330005,192.168.1.16,20.44.10.122,tls,78,0.0005350112915039062
1762776931.330124,192.168.1.16,20.44.10.122,tcp,54,0.00011897087097167969
1762776931.456844,192.168.1.16,142.250.200.206,data,1285,0.12672019004821777
1762776931.456921,192.168.1.16,142.250.200.206,data,1292,7.700920104980469e-05
1762776931.45695,192.168.1.16,142.250.200.206,data,1292,2.8848648071289062e-05
1762776931.456977,192.168.1.16,142.250.200.206,data,1240,2.6941299438476562e-05
1762776931.509768,20.44.10.122,192.168.1.16,tcp,54,0.18037009239196777
1762776931.562766,142.250.200.206,192.168.1.16,data,74,0.7801470756530762
1762776931.587726,142.250.200.206,192.168.1.16,data,68,0.024960041046142578
1762776931.588022,192.168.1.16,142.250.200.206,data,74,0.13104510307312012
1762776931.798907,142.250.200.206,192.168.1.16,data,1287,0.2111809253692627
1762776931.798907,142.250.200.206,192.168.1.16,data,692,0.0
1762776931.799296,142.250.200.206,192.168.1.16,data,74,0.00038886070251464844
1762776931.823106,192.168.1.16,142.250.200.206,data,81,0.23508405685424805
1762776931.846087,192.168.1.16,142.250.201.22,data,325,0.022980928421020508
1762776931.846495,192.168.1.16,142.250.201.22,data,326,0.00040793418884277344
1762776931.847001,192.168.1.16,142.250.201.22,data,326,0.0005061626434326172
1762776931.848134,192.168.1.16,142.250.201.22,data,327,0.001132965087890625
1762776931.908866,142.250.200.206,192.168.1.16,data,68,0.10957002639770508
1762776931.915107,142.250.201.22,192.168.1.16,data,114,0.9299390316009521
1762776931.915107,142.250.201.22,192.168.1.16,data,158,0.0
1762776931.929962,142.250.201.22,192.168.1.16,data,98,0.014854907989501953
1762776931.929962,142.250.201.22,192.168.1.16,data,98,0.0
1762776931.930234,192.168.1.16,142.250.201.22,data,87,0.08209991455078125
1762776931.950534,192.168.1.16,142.250.201.22,data,82,0.02030014991760254
1762776932.015023,142.250.201.22,192.168.1.16,data,68,0.08506107330322266
1762776932.068981,142.250.201.22,192.168.1.16,data,68,0.05395793914794922
1762776932.539025,51.79.9.235,192.168.1.16,tcp,145,1.8774001598358154
1762776932.59258,192.168.1.16,51.79.9.235,tcp,54,0.6420459747314453
1762776932.613771,192.168.1.16,142.250.200.206,data,1285,0.021190881729125977
1762776932.613862,192.168.1.16,142.250.200.206,data,1292,9.107589721679688e-05
1762776932.613895,192.168.1.16,142.250.200.206,data,1292,3.2901763916015625e-05
1762776932.613921,192.168.1.16,142.250.200.206,data,1241,2.5987625122070312e-05
1762776932.718335,192.168.1.16,40.81.252.176,icmpv6,103,0.10441398620605469
1762776932.817808,142.250.200.206,192.168.1.16,data,74,0.9089419841766357
1762776932.834811,142.250.200.206,192.168.1.16,data,68,0.01700305938720703
1762776932.835359,192.168.1.16,142.250.200.206,data,74,0.11702418327331543
1762776932.850165,142.250.200.206,192.168.1.16,data,68,0.015353918075561523
1762776932.86923,142.250.200.206,192.168.1.16,data,1287,0.019065141677856445
1762776932.877711,142.250.200.206,192.168.1.16,data,1184,0.008481025695800781
1762776932.877711,142.250.200.206,192.168.1.16,data,143,0.0
1762776932.889722,192.168.1.16,142.250.200.206,data,81,0.05436301231384277
1762776932.903585,192.168.1.16,142.250.201.22,data,307,0.013862848281860352
1762776932.904119,192.168.1.16,142.250.201.22,data,295,0.0005340576171875
1762776932.904839,192.168.1.16,142.250.201.22,data,295,0.0007200241088867188
1762776932.905086,192.168.1.16,142.250.201.22,data,295,0.00024700164794921875
1762776932.984825,142.250.201.22,192.168.1.16,data,168,0.9158439636230469
1762776932.985333,142.250.201.22,192.168.1.16,data,156,0.0005080699920654297
1762776932.985333,142.250.200.206,192.168.1.16,data,68,0.10762190818786621
1762776932.985333,142.250.201.22,192.168.1.16,data,156,0.0
1762776932.994846,142.250.201.22,192.168.1.16,data,156,0.009513139724731445
1762776933.014332,192.168.1.16,142.250.201.22,data,91,0.10924601554870605
1762776933.12831,20.44.10.122,192.168.1.16,tcp,66,1.618541955947876
1762776933.128372,142.250.201.22,192.168.1.16,data,68,0.13352584838867188
1762776933.704834,192.168.1.16,142.250.200.206,data,1285,0.6905019283294678
1762776933.704933,192.168.1.16,142.250.200.206,data,1292,9.894371032714844e-05
1762776933.704983,192.168.1.16,142.250.200.206,data,1292,5.0067901611328125e-05
1762776933.705019,192.168.1.16,142.250.200.206,data,1242,3.600120544433594e-05
1762776933.831393,142.250.200.206,192.168.1.16,data,75,0.846060037612915
1762776933.831763,142.250.200.206,192.168.1.16,data,68,0.000370025634765625
1762776933.856242,192.168.1.16,142.250.200.206,data,75,0.15122294425964355
1762776934.162884,192.168.1.16,172.217.18.227,quic,1292,0.3066420555114746
1762776934.162997,192.168.1.16,172.217.18.227,quic,1292,0.00011301040649414062
1762776934.163065,192.168.1.16,172.217.18.227,quic,1292,6.794929504394531e-05
1762776934.163328,192.168.1.16,172.217.18.227,quic,121,0.00026297569274902344
1762776934.163662,192.168.1.16,172.217.18.227,quic,740,0.00033402442932128906
1762776934.255176,142.250.200.206,192.168.1.16,data,691,0.4234130382537842
1762776934.255176,142.250.200.206,192.168.1.16,data,101,0.0
1762776934.255176,104.18.39.21,192.168.1.16,tls,78,
1762776934.255176,172.217.18.227,192.168.1.16,quic,82,
1762776934.255176,172.217.18.227,192.168.1.16,quic,82,0.0
1762776934.255938,192.168.1.16,104.18.39.21,tls,82,0.09227609634399414
1762776934.256261,192.168.1.16,142.250.200.206,data,76,0.0003230571746826172
1762776934.256355,192.168.1.16,142.250.200.206,data,76,9.393692016601562e-05
1762776934.337565,192.168.1.16,172.217.18.227,quic,1292,0.08120989799499512
1762776934.653968,192.168.1.16,104.18.39.21,tcp,82,0.3164031505584717
1762776934.669672,192.168.1.16,172.217.18.227,quic,1292,0.015703916549682617
1762776935.049771,172.217.18.227,192.168.1.16,quic,1292,0.7945950031280518
1762776935.049771,172.217.18.227,192.168.1.16,quic,349,0.0
1762776935.049771,172.217.18.227,192.168.1.16,quic,66,0.0
1762776935.049771,172.217.18.227,192.168.1.16,quic,66,0.0
1762776935.049771,172.217.18.227,192.168.1.16,quic,64,0.0
1762776935.06293,172.217.18.227,192.168.1.16,quic,570,0.013159036636352539
1762776935.06293,172.217.18.227,192.168.1.16,quic,65,0.0
1762776935.107354,192.168.1.16,104.18.39.21,tcp,82,0.4376819133758545
1762776935.11289,104.18.39.21,192.168.1.16,tcp,54,0.8577139377593994
1762776935.321581,192.168.1.16,172.217.18.227,quic,1292,0.21422696113586426
1762776936.137106,51.79.9.235,192.168.1.16,data,141,3.59808087348938
1762776936.137106,104.18.39.21,192.168.1.16,tcp,66,1.0242159366607666
1762776936.137106,51.79.9.235,192.168.1.16,tcp,141,0.0
1762776936.137177,192.168.1.16,51.79.9.235,tcp,66,0.8155961036682129
1762776936.536328,142.250.200.206,192.168.1.16,data,1287,2.2811520099639893
1762776936.53657,192.168.1.16,142.250.200.206,data,85,0.39939308166503906
1762776936.553955,192.168.1.16,142.250.201.22,data,327,0.017385005950927734
1762776936.554383,192.168.1.16,142.250.201.22,data,326,0.0004279613494873047
1762776936.554716,192.168.1.16,142.250.201.22,data,327,0.0003330707550048828
1762776936.555049,192.168.1.16,142.250.201.22,data,327,0.00033283233642578125
1762776936.605231,192.168.1.16,172.217.18.227,quic,1292,0.05018210411071777
1762776936.617347,142.250.200.206,192.168.1.16,data,68,0.08101892471313477
1762776936.626285,142.250.201.22,192.168.1.16,data,114,3.497913122177124
1762776936.647479,142.250.201.22,192.168.1.16,data,155,0.021193981170654297
1762776936.647479,142.250.201.22,192.168.1.16,data,97,0.0
1762776936.647771,192.168.1.16,142.250.201.22,data,84,0.04253983497619629
1762776936.647905,142.250.201.22,192.168.1.16,data,83,0.0004260540008544922
1762776936.667182,192.168.1.16,142.250.201.22,data,85,0.019411087036132812
1762776936.679043,172.217.18.227,192.168.1.16,quic,1224,1.6161129474639893
1762776936.692458,172.217.18.227,192.168.1.16,quic,1292,0.013414859771728516
1762776936.693409,192.168.1.16,172.217.18.227,quic,1292,0.02622699737548828
1762776936.693503,192.168.1.16,172.217.18.227,quic,115,9.393692016601562e-05
1762776936.727622,142.250.201.22,192.168.1.16,data,68,0.07971692085266113
1762776936.745358,142.250.201.22,192.168.1.16,data,68,0.017735958099365234
1762776936.782414,172.217.18.227,192.168.1.16,quic,162,0.08995604515075684
1762776936.782414,172.217.18.227,192.168.1.16,quic,65,0.0
1762776936.782656,192.168.1.16,172.217.18.227,quic,79,0.08915305137634277
1762776936.967518,172.217.18.227,192.168.1.16,quic,162,0.1851041316986084
1762776936.9678,192.168.1.16,172.217.18.227,quic,75,0.18514394760131836
1762776937.9926,192.168.1.16,142.250.200.206,data,1285,1.0248000621795654
1762776937.99272,192.168.1.16,142.250.200.206,data,1292,0.00011992454528808594
1762776937.992782,192.168.1.16,142.250.200.206,data,1292,6.222724914550781e-05
1762776937.992827,192.168.1.16,142.250.200.206,data,1244,4.482269287109375e-05
1762776938.08734,142.250.200.206,192.168.1.16,data,75,1.4699931144714355
1762776938.107221,192.168.1.16,142.250.200.206,data,75,0.11439394950866699
1762776938.115114,142.250.200.206,192.168.1.16,data,68,0.02777385711669922
1762776938.15684,142.250.200.206,192.168.1.16,data,1287,0.041726112365722656
1762776938.15684,142.250.200.206,192.168.1.16,data,696,0.0
1762776938.15684,142.250.200.206,192.168.1.16,data,273,0.0
1762776938.17574,192.168.1.16,142.250.200.206,data,82,0.06851911544799805
1762776938.177047,192.168.1.16,142.250.201.22,data,325,0.0013070106506347656
1762776938.178072,192.168.1.16,142.250.201.22,data,326,0.0010249614715576172
1762776938.179945,192.168.1.16,142.250.201.22,data,327,0.001873016357421875
1762776938.180324,192.168.1.16,142.250.201.22,data,326,0.0003790855407714844
1762776938.246393,142.250.201.22,192.168.1.16,data,114,1.5010349750518799
1762776938.256933,142.250.200.206,192.168.1.16,data,68,0.10009288787841797
1762776938.257368,142.250.201.22,192.168.1.16,data,159,0.010975122451782227
1762776938.257368,142.250.201.22,192.168.1.16,data,83,0.0
1762776938.264788,192.168.1.16,142.250.201.22,data,88,0.08446383476257324
1762776938.278457,142.250.201.22,192.168.1.16,data,148,0.021088838577270508
1762776938.294773,192.168.1.16,142.250.201.22,data,82,0.02998518943786621
1762776938.341016,142.250.201.22,192.168.1.16,data,68,0.06255912780761719
1762776938.374899,142.250.201.22,192.168.1.16,data,68,0.033882856369018555
1762776938.90606,104.18.39.21,192.168.1.16,tls,78,2.768954038619995
1762776938.906708,192.168.1.16,104.18.39.21,tls,82,0.6119349002838135
1762776938.987916,192.168.1.16,192.168.1.1,dns,92,0.0812079906463623
1762776938.988296,192.168.1.16,192.168.1.1,dns,92,0.0003800392150878906
1762776939.017216,104.18.39.21,192.168.1.16,tcp,54,0.11115598678588867
1762776939.025865,192.168.1.1,192.168.1.16,dns,215,
1762776939.055204,192.168.1.1,192.168.1.16,dns,260,0.029338836669921875
1762776939.056351,192.168.1.16,20.44.10.122,tcp,66,0.0680549144744873
1762776939.244974,20.44.10.122,192.168.1.16,tcp,66,6.116663932800293
1762776939.245068,192.168.1.16,20.44.10.122,tcp,54,0.18871712684631348
1762776939.245417,192.168.1.16,20.44.10.122,tls,571,0.0003490447998046875
1762776939.311879,192.168.1.16,142.250.200.206,data,1285,0.06646180152893066
1762776939.312013,192.168.1.16,142.250.200.206,data,1292,0.00013399124145507812
1762776939.312059,192.168.1.16,142.250.200.206,data,1292,4.601478576660156e-05
1762776939.312093,192.168.1.16,142.250.200.206,data,1243,3.409385681152344e-05
1762776939.403323,142.250.200.206,192.168.1.16,data,75,1.1463899612426758
1762776939.427434,192.168.1.16,142.250.200.206,data,75,0.1153409481048584
1762776939.438671,142.250.200.206,192.168.1.16,data,68,0.03534817695617676
1762776939.631233,142.250.200.206,192.168.1.16,data,1287,0.19256186485290527
1762776939.649461,192.168.1.16,142.250.200.206,data,82,0.22202706336975098
1762776939.742443,192.168.1.16,20.44.10.122,tcp,571,0.09298205375671387
1762776939.914616,192.168.1.16,142.250.200.206,data,75,0.17217302322387695
1762776939.937374,142.250.200.206,192.168.1.16,data,206,0.3061411380767822
1762776939.937374,20.44.10.122,192.168.1.16,tls,153,0.6924002170562744
1762776939.937374,51.79.9.235,192.168.1.16,tcp,139,3.8002681732177734
1762776939.937374,142.250.200.206,192.168.1.16,data,68,0.0
1762776939.937374,20.44.10.122,192.168.1.16,tcp,66,0.0
1762776939.937628,192.168.1.16,142.250.200.206,data,76,0.02301192283630371
1762776939.938301,192.168.1.16,20.44.10.122,tls,491,0.0006730556488037109
1762776939.991871,192.168.1.16,51.79.9.235,tcp,54,0.05357003211975098
1762776940.235774,142.250.200.206,192.168.1.16,data,1183,0.2983999252319336
1762776940.236071,192.168.1.16,142.250.200.206,data,76,0.2441999912261963
1762776940.236963,192.168.1.16,142.250.200.206,data,71,0.0008919239044189453
1762776940.243201,142.250.200.206,192.168.1.16,data,69,0.0074269771575927734
1762776940.243201,20.44.10.122,192.168.1.16,tcp,153,0.30582690238952637
1762776940.243201,142.250.200.206,192.168.1.16,data,1183,0.0
1762776940.243286,192.168.1.16,20.44.10.122,tcp,66,0.0063228607177734375
1762776940.243466,192.168.1.16,142.250.200.206,data,76,0.0001800060272216797
1762776940.250725,192.168.1.16,142.250.201.22,data,306,0.0072591304779052734
1762776940.251019,192.168.1.16,142.250.201.22,data,295,0.00029397010803222656
1762776940.253207,192.168.1.16,142.250.201.22,data,294,0.002187967300415039
1762776940.25345,192.168.1.16,142.250.201.22,data,295,0.0002429485321044922
1762776940.337348,192.168.1.16,20.44.10.122,tcp,66,0.08389806747436523
1762776940.356031,20.44.10.122,192.168.1.16,tls,1466,0.11282992362976074
1762776940.383755,192.168.1.16,142.250.201.22,data,306,0.04640698432922363
1762776940.399571,192.168.1.16,20.44.10.122,tcp,54,0.01581597328186035
1762776940.589816,192.168.1.16,20.44.10.122,tcp,66,0.1902451515197754
1762776940.636591,192.168.1.16,142.250.200.206,data,71,0.046774864196777344
1762776940.652524,192.168.1.16,142.250.201.22,data,295,0.01593303680419922
1762776940.792756,192.168.1.16,142.250.201.22,data,1292,0.14023208618164062
1762776940.831874,20.44.10.122,192.168.1.16,tcp,66,0.4758429527282715
1762776940.831874,142.250.201.22,192.168.1.16,data,161,2.456974983215332
1762776940.831874,142.250.200.206,192.168.1.16,data,71,0.5886728763580322
1762776940.831874,142.250.201.22,192.168.1.16,data,69,0.0
1762776940.831938,192.168.1.16,20.44.10.122,tcp,54,0.03918194770812988
1762776940.832253,192.168.1.16,142.250.201.22,data,83,0.00031495094299316406
1762776940.832568,192.168.1.16,20.44.10.122,tls,1466,0.00031495094299316406
1762776940.832568,192.168.1.16,20.44.10.122,tls,479,0.0
1762776940.836161,192.168.1.16,142.251.37.163,quic,1292,0.003592967987060547
1762776940.836249,192.168.1.16,142.251.37.163,quic,1292,8.821487426757812e-05
1762776940.836458,192.168.1.16,142.251.37.163,quic,122,0.00020885467529296875
1762776940.88007,20.44.10.122,192.168.1.16,tcp,66,0.04819607734680176
1762776940.88013,192.168.1.16,20.44.10.122,tcp,54,0.04367208480834961
1762776940.880594,192.168.1.16,20.44.10.122,tls,1466,0.0004639625549316406
1762776940.880594,192.168.1.16,20.44.10.122,tls,480,0.0
1762776940.921806,142.250.201.22,192.168.1.16,data,69,0.08993220329284668
1762776941.026577,192.168.1.16,142.250.201.22,data,75,0.14598298072814941
1762776941.103602,192.168.1.16,142.251.37.163,quic,1292,0.07702493667602539
1762776941.103731,192.168.1.16,142.251.37.163,quic,1292,0.0001289844512939453
1762776941.10382,192.168.1.16,142.251.37.163,quic,1292,8.916854858398438e-05
1762776941.103933,192.168.1.16,142.250.201.22,data,1292,0.00011301040649414062
1762776941.414077,192.168.1.16,142.250.201.22,data,1292,0.31014394760131836
1762776941.414205,192.168.1.16,142.250.201.22,data,75,0.00012803077697753906
